"","AlignID","Factor","tmean","FoundIn","6_Extraction_blank_1_polar","12_QC_polar","13_QC_polar","23_QC_polar","35_QC_polar","44_QC_polar","45_QC_polar","14_Leaves_polar","15_Roots_polar","16_Stem_bark_polar","17_Leaves_2_polar","18_Roots_3_polar","19_Stem_bark_3_polar","20_Leaves_3_polar","21_Roots_1_polar","22_Stem_bark_polar","24_Leaves_polar","25_Roots_polar","26_Leaves_4_polar","27_Stem_bark_4_polar","29_Stem_bark_5_polar","30_Stem_bark_2_polar","31_Stem_bark_1_polar","32_Roots_polar","33_Leaves_polar","34_Stem_bark_polar","36_Leaves_1_polar","37_Roots_2_polar","38_Roots_4_polar","39_Leaves_5_polar","40_Roots_5_polar","41_Stem_bark_polar","42_Leaves_polar","43_Roots_polar"
"27",26,"Factor #26",39.2369,34,58.90984,1698,1588,1396,1170,1288,1063.943,2004,1281.785,1328,1569,1880,1497.157,1390,453.4897,1203.452,1613,1196.584,1698,820.4407,1025.476,1162.474,1371,1088.924,1573,818.1004,1289,265.4587,628.7055,1596,2143,1147.1,1459,1032.119
"28",28,"Factor #28",39.5388,34,18.53785,381.9377,250.4634,312.7832,235.1177,514.6815,621.3545,194.7779,51.60901,919.4377,162.3093,387.5267,672.469,117.3939,35.91493,821.7896,150.7342,26.92097,145.0047,423.0975,1379,681.7591,1543,34.43447,205.3128,1186,260.5296,108.8699,48.63562,210.7196,409.7555,1111,135.1396,1024.065
"29",29,"Factor #29",39.5541,34,34.73954,11.23424,31.31506,21.38697,15.26967,1162.116,1909.514,16.56463,70.74517,33.49013,17.60011,1631.182,14.94408,193.478,590.7152,22.48738,24.54861,45.49618,8.241756,599.7238,41.51989,232.8,461.1916,420.8396,140.3661,1772.958,23.51754,518.0564,8.46325,6.753147,1553,891.7961,321.113,1639
"30",46,"Factor #46",39.6809,34,363.5116,313.2917,1323.371,1402,2363.548,2380.735,3573.763,2030.649,3644.636,695.9888,3269.937,7934.188,1802.813,3745.033,1739,887.9291,2820.25,4899.584,2126.223,4735.345,192.6704,2890.442,2961.909,2827.445,2398,7040.638,3146.989,4734.416,1569.908,667.5481,6044.108,2443.134,3748.924,6937.358
"31",41,"Factor #41",39.695,34,399.4944,313.2917,1877.679,2982.931,2229.044,2427,3573.763,2165.378,3950.26,647.6153,3501.066,8712.926,2462.464,4300.98,4684.66,872.0909,3143.097,4621.864,1877.227,6091.587,528.853,3170.083,3623.984,3177,2619.357,7321.449,3206.406,6623.957,1626,681.5329,7416.564,2822.013,3356.095,7882
"32",31,"Factor #31",39.7043,34,950.2699,313.2917,1857.626,3160,3214.282,2380.735,3712,2176,3602,1104.857,3452,6982,2159,4802,5079.617,1084.206,3118,4929,2243,6455.077,446.5464,3289,3711.786,2929,2705,7382.627,3192,7232,1843,717.8766,8949,2485,3691,7882
"33",52,"Factor #52",39.7419,34,170.6089,5895,5950,5874.734,5541,5519,5792,775.4636,915.2723,19870,1134.466,1430.998,32674,1172.758,963.3064,19413,833.8353,980.4462,812.9495,16970.26,13878,17451,15615,967.1305,829.8503,20873.2,894.1866,990.5978,279.4423,632.9206,1125.938,21902,973.8699,1042.162
"34",39,"Factor #39",39.755,34,2305.164,532.6042,2605.23,4000.144,4514.104,2010.714,3283.525,3039,7850.136,1897.488,3589,11515.1,1933.596,4802,6215.338,1386.448,4340.612,6876.53,2150.266,7713.596,990.3297,7010,4117.802,3637.904,2046,7647.854,3223,7957.512,1744,1117.193,9236,3034.042,4414,6903
"35",48,"Factor #48",39.7562,34,1787.55,313.2917,2421.914,3508.741,4217.162,1078.454,3218.012,3084.006,7450.325,1493.286,3714.1,11384.28,2147.735,4379.644,5661.226,1794.535,3965.998,7794.169,2140.853,6348.278,569.331,4112.283,3750.986,3492.145,2385,7605.893,3431.941,7546.668,1677.862,901.6924,9236,2366.93,5047.022,6520.977
"36",49,"Factor #49",39.7569,34,2761.144,2188.259,2824.563,4295.026,4738.303,1740.676,3121.726,2933.35,4362.249,4953.037,4574,10356.78,12106.55,4471.456,5145.613,6908.168,3143.097,5196.845,1886.745,7852.656,4040.992,6077.655,9923,6362.998,2048.62,10490.65,3414.715,6584.911,1031.298,950.743,7218.991,4253.376,6213.817,6786.563
"37",51,"Factor #51",39.7862,34,3070.966,249.1389,3161.88,4295.026,4514.104,712.6915,2174.799,4202.516,7116.257,1870.753,3749.009,10356.78,3515.149,4344.874,5407.303,2122.278,3963.88,7103.25,2082,7852.656,1141.804,4494.177,3971.649,3472.429,2228.296,7648.051,3371.904,7221.935,1771,1165.734,7134.851,2834.054,5155.378,3688.293
"38",32,"Factor #32",39.7916,34,1968,140.6966,3380.019,3962,5089.623,847.1234,2177.225,4071,9614,2104,3899.866,11869,3780,4471.456,6669,2561,3997,10456,1985,8196,689.3388,4055.472,3898.119,3582.392,2199,7925,3416,8359,1744,1165.734,7488.224,2349,5396.773,6583.793
"39",40,"Factor #40",39.8141,34,4449,108.1704,3624,5101.884,5396.352,474.0319,2.390368e-09,4070,9238.275,1952,4049.535,11869,2123.977,4810.785,5811,2592,4376.973,9382.244,1988.93,8196,650.2831,4722.813,4400.819,3522.922,2187.607,7614.066,3363.186,8429.293,1634,1165.734,4227.289,1792.505,6275,5659.232
"40",36,"Factor #36",39.8176,34,3775.112,1934.529,3161.88,5397,6412.427,168.699,1443.14,3657.911,1399.871,6125.878,7115,10725.36,233.143,7966,5066.796,5955.662,3666.867,6768.851,1879.936,7729.551,2386.194,5891,8648,9782.386,2061.539,6678.636,2593.141,7134.714,730.3506,1081.889,913.6907,37.67688,7022,2245.35
"41",44,"Factor #44",39.8694,34,4449,226.9918,3396.969,4932.057,5247.183,6.334614e-09,1.756054e-09,4203.4,8921.711,1870.753,3778.91,7794.583,515.04,4471.191,5204,2313,4041.306,9342.153,1954.324,5384,218.9014,4385.218,3724.583,3279.021,305.1768,6502.537,3232.255,7410.724,1393.095,1157.228,5185.3,2.537944e-10,4559.738,1676.572
"42",45,"Factor #45",39.9038,34,3438.211,71.31096,2433.119,5507.546,7155.07,191.5563,1429.992,2992,6659.771,866.1752,2137.081,4276.061,1126.438,8552.06,2290.164,831.8365,3294.078,5095.102,587.6279,4237.015,151.9971,6808.341,9538.491,8754.554,1058,1185,1114.778,3271.385,641.9068,722.9311,1201.284,597.5777,7827.059,1520
"43",33,"Factor #33",39.9506,34,3228.619,64.45718,2829.235,12825.99,14679.89,300.7283,2143.715,3379.542,767.8993,144.3975,14184,1284.874,258.5951,15082,1795.763,325.8585,3761.109,1141.997,496.083,274.5758,198.6932,10408,15609,14605,952.9121,700.0301,4185,965.8839,455.5521,432.3365,437.8468,156.2485,13177,1020.24
"44",37,"Factor #37",39.9588,34,3274.773,102.3014,2829.235,13333.66,14987.32,267.7228,1913.948,3421.691,1394.511,272.9165,13169,2028.722,293.8447,14926.62,1735.303,297.2961,3697,1703.215,386.4284,482.3627,149.5716,11283.93,15609,14856,836.4836,716.2176,3954,938.1948,404.1374,392.8281,2681.909,123.8292,14012.12,1092.693
"45",30,"Factor #30",39.9613,34,3274.773,116.4114,3025,13910.05,14987.32,299.0149,1908.491,3427.254,603.6486,133.7835,14184,1206.498,258.5951,15082,1590.519,344.9097,3715,1026.02,582.8213,244.8205,237.005,10408,15609,14856,1029.947,682.9421,3954,1064.02,470.0342,452.6895,345.5338,208.8442,14195,1020.24
"46",42,"Factor #42",39.9871,34,3586,1062.88,3036,14074.81,14893.2,716.3479,473.6731,3452,4774.219,578.943,12665.55,5949,475.411,13663.84,1349,515.8335,3716,4710.031,1028.152,1304.791,425.7528,10049.88,14258.58,13417.66,1045.861,489.578,4057.122,1563.431,381.8196,1296.275,9060.057,277.467,13462.73,1904.59
"47",53,"Factor #53",39.9887,34,3228.619,2333.482,2769.282,3831.682,4895.038,1256,1269,3264.673,5259.463,735.7699,2825.637,6096.488,638.4643,2812.404,1028.812,672.7689,2721.618,5472.997,1284.579,2778.747,408.6491,1730.669,2732.001,3606.354,1005.185,364.5816,2369.694,1578.848,317.0973,1296.275,8537.409,663.9696,3271.108,2907.55
"48",38,"Factor #38",39.99,34,3271.055,2338,2606.285,3777.623,4629.134,1241.31,1208.296,2728.253,5579,735.7699,2513.387,6251,472.7546,2625.637,1795.763,572.6288,2328.857,6255,948.2173,1621.681,425.7528,1404.033,2566.507,3474.141,1045.861,300.5724,1631.746,2359,194.535,1314.95,10651,299.9002,2992.507,2896
"49",50,"Factor #50",39.9901,34,2692.409,2333.482,2606.691,3837.431,4680.534,1241.31,523.832,2728.974,5259.463,735.7699,2670.733,6096.488,467.6968,2721.484,1373.316,572.6288,2327.855,6255,671.3016,1177.254,408.8998,1671.35,2441.919,3437.821,864.7848,304.5983,1593.809,2080,160.3468,1101.386,9399.292,176.6044,3070.757,3043.819
"50",43,"Factor #43",40.005,34,3832,362.2832,2829.235,14039,15465.98,249.4223,1584.56,3435.162,1391.934,251.6881,14283.66,1866.141,306.1035,14926.62,1576.654,340.8997,3716,1567.298,319.8378,303.5481,291.5757,10937.42,15524.62,14319.51,956.8441,450.7412,4027.923,1050.956,462.684,416.0691,2316.397,125.7276,13950.98,690.968
"51",35,"Factor #35",40.0184,34,4027.534,186.3308,3107,14002,15185,99.66136,1636.161,3424,581.8928,198.8353,14204,849.9173,233.7812,14924.45,1131.084,412.4635,3530,784.7336,310.8662,295.8842,250.1456,11042.82,15045.13,14557.52,918.4165,400.1245,4076.185,839.516,431.2621,430.0745,322.8736,204.9634,14012.12,637.5333
"52",34,"Factor #34",40.046,34,4267,232.9379,3105,14039,15401,105.0608,1046.335,3424,664.5704,276.7207,13495.42,973.8456,253.8102,10717.47,1352.748,412.4635,3530,864.1357,308.8054,295.8842,360.4882,9788.484,14618.74,12546.44,709.9012,376.6323,3705.339,938.1877,448.8748,398.9521,257.679,103.0101,13139.39,617.4409
"53",47,"Factor #47",40.1013,34,4403,216.0169,2840.873,8457.223,12521.62,3.770727e-10,4.140445e-09,2850.255,464.3387,319.1751,5062,561.5913,196.2322,9198.671,647.8404,182.7165,2743.756,616.7281,329.4331,442.6639,360.4882,3160,8463.176,7673.626,279.3465,3.218146e-09,2215.664,7.462527e-12,264.6752,334.4646,242.4089,9.606859e-10,4122.577,2.312356e-09
"54",54,"Factor #54",40.1401,34,4146.036,109.026,2426.046,5758.351,6947,8.581248,5.869842e-10,2179,9.394234e-10,38.72707,3616.482,232.7798,5.438872,5518,29.51559,6.567633,2743.805,244.6185,122.1247,1.456346e-08,143.674,1877,4609.081,2090,6.255005e-10,1.395157e-09,2013.153,297.7848,60.54712,6.865843,1.001111e-09,9.271705,3304,1.840956e-09
"55",55,"Factor #55",40.2756,33,1326.77,61.03692,229.1792,1185,1726,38.85898,22.0391,9.118971e-09,29.77624,33.33857,1159.609,27.96532,23.63789,0,41.46228,43.64277,31.07023,9.609772e-09,26.09394,44.11728,35.88294,9.070672e-09,278.7235,5.237988e-08,22.25002,47.93245,20.6056,29.69924,56.00798,48.32069,31.32653,53.81215,887.8458,107.9647
"56",56,"Factor #56",40.5219,34,273.2097,271.4352,279.9822,376.7637,385.6405,470.9087,263.134,1823,147.81,326.9741,1881,102.9687,411.2835,1497,155.3014,234.6255,1841,173.0116,1254,236.1072,349.8904,339.8058,413.6427,211.8746,1672,584.4646,1839,273.8138,164.8148,1340,138.7729,394.5426,1162,255.0578
"57",57,"Factor #57",40.6266,34,653.6055,799.3931,742.0173,2005,1774,1579,1474,652.5066,842.1579,1014,1286,1181,1991,2021,1983,1531,1379,1504,1209,1382,1587,1388,1739,1533,1432,1255,1387,1329,1194,1190,1286,1609,1671,1526
"58",60,"Factor #60",40.7685,34,328.3786,4976.339,4469.548,4796.846,4495,4058.998,2626,2220.542,4497.022,4968.457,2153.391,6942,5445.728,1931.828,1380,5397.587,1935.017,4507.075,2209.726,2847.09,4472.627,4851.954,3725.469,5689.525,2132.277,4645.072,922.5777,1175.608,3424.107,1343.625,7575.489,5289.709,1830.547,5024
"59",59,"Factor #59",40.7687,34,160.3599,4783.922,4732.529,5268.002,4495,3830.324,4039.874,1526,5082,5824.042,2320.258,8534.371,4953.56,1794,894.1954,5844.26,1795.568,5203.648,1953.605,3178.189,4941.783,5183.492,4293.639,5555,1313,4726.046,1041.33,1184.25,3934.112,1703.784,7655,6047.377,1788.901,5100.882
"60",58,"Factor #58",40.7694,34,180.4599,5878,5876,5252,2381,4096,4062,2437,5346,5897,2338,8255,6452,2105,1235.03,5953,2071,5262,2377,3415,4989,5356,4097,6113,2112,5081,956.3748,1180,3850,1734,10580,6113,2004,5132
"61",61,"Factor #61",40.8176,34,17.28568,4149.763,2376.59,1977.273,3283.23,1533.511,957.324,1959.494,3983.475,2050.853,1218.078,1433,2878.934,1483,255.9532,3250.466,1411.173,1995.534,1915.307,3110.268,2187.493,2489.612,1309.811,3967.723,1011.099,2891.841,877.8091,557.0502,3106.884,1639.559,3816,2253.827,1391.308,1925.871
"62",68,"Factor #68",40.8909,34,153.634,5198.453,5314.591,5086.896,4959.63,1974,4213.681,5738.131,146.1036,5185.591,8023.28,150.3086,7564,4640.687,158.9764,4388.781,7105.491,152.8544,9252.6,2957.571,2701.173,3555.863,3857.6,43.75225,8376.916,4021.534,4360.8,34.81261,69.52867,6412.027,406.8513,4569.703,7027.311,213.6023
"63",62,"Factor #62",40.9068,34,127.189,5123,5116,4783,4627,3553,3867,7119,150.6265,4897,7030,138.339,7564,5634,157.7282,4166,8191,152.8544,8060,2801,2655,3398,3595,55.44442,8525,5491,6041,55.62267,50.59759,6452,106.4793,4174,5949,78.5888
"64",64,"Factor #64",40.9247,34,127.189,4508.04,5116,4188.647,4959.63,3787.285,3923.221,6196,150.6265,5131.451,5412,124.1994,7785.058,6063.034,35.53276,4220.824,7513.753,153.0483,8055.709,2801.08,2701.173,3514.125,3687.12,57.58453,7700.119,4921.879,5673.575,74.47003,35.8947,4509,106.7111,4288.22,7027.311,81.9578
"65",63,"Factor #63",40.9451,34,114.3531,5053,3895,4711,2230,1849,2378,4776,150.7609,3158,5412,130.974,6557,4040,47.15351,2357,6644,153.1644,8060,2957.571,1014,3566.748,2339,61.27035,6460,3864,4486,87.9416,35.50394,4271,107.8967,4520.316,3009,88.31712
"66",66,"Factor #66",41.0154,34,46.34956,1513.693,1857.032,1340,2198.255,1652.334,1404.683,1924,125.3649,1227,2452.378,102.2756,2561,2175.175,107.9851,1024,2760.756,57.55955,2702,1551.851,1165.078,1465.343,2345.482,394.5849,3568.929,1115.275,2637.593,70.37785,48.19124,1675,95.86933,2241.029,1515,653.9808
"67",67,"Factor #67",41.041,34,87.78039,1390.545,1619.956,1459.639,1515.542,942.2562,1153.001,1253,415.2402,1293.075,1165,111.0675,1510,1814.635,110.2892,929.7178,1388,1833.96,2992.272,653.7226,492.2869,817.8495,697.6923,1849.022,2786.775,1251.079,1118,8.12238,91.71498,1925.362,78.31327,1468.09,2593.434,1859.635
"68",65,"Factor #65",41.0534,34,90.90418,1241.178,1083,984.0338,1476,1380,1705,561.7122,1055,584.1601,498.15,325.3824,362.0383,651.9456,76.38768,937.8759,1316.622,4913,435.879,175.9849,340.5907,99.39023,309.3492,4697,1744.769,1660,347.8745,78.19524,119.5292,715.6272,105.1085,2450,1977.728,6089
"69",71,"Factor #71",41.2401,34,42.90462,182.5944,89.24438,272.8181,295.4237,598.3107,1135,169.1029,333.2691,315.8849,1179.936,70.15276,269.6686,351.0371,149.4114,252.0457,299.0459,153.4726,202.9279,1385.618,210.4807,229.2543,156.7551,342.6551,377.252,949.5917,330.0249,158.5882,349.529,462.8719,2863,433.9665,1415,601.6634
"70",70,"Factor #70",41.2949,34,360.2829,736.752,635.9073,813.9513,558.5768,694.8248,1560.899,751.788,841.2207,635.4021,1689,682.4295,468.0737,691.0764,753.6592,669.916,754.7908,653.7408,584.5114,1271,411.0062,397.555,265.9064,400.1856,659.7369,1139.463,470.4861,423.5295,733.9695,773.1334,3949,557.7346,1996.563,637.1528
"71",69,"Factor #69",41.2988,34,360.2829,736.752,662.1379,813.9513,658.9772,800.6629,1117,751.788,841.2207,729.7354,1791,682.4295,779.0321,691.0764,668.069,797.4304,809.0085,591.1095,634.8765,1561,567.6749,516.0146,406.9726,387.3282,728.234,1152.143,561.8791,457.3345,733.9695,773.1334,3949,699.6396,1697,637.1528
"72",72,"Factor #72",41.3049,34,79.0698,589.9976,664.991,713.3122,724.2838,822.6363,920.7591,728.1586,320.5947,798.6489,824.7132,577.3354,1434,619.0875,520.0598,902.7736,849.9479,585.7501,761.1233,1351.717,859.6715,926.7427,657.9816,411.7958,841.22,1184,810.5358,533.448,456.5972,738.544,968.3671,1051,705.4465,489.0112
"73",75,"Factor #75",41.4371,34,145.6542,13600.61,16364.04,23681.16,23165.14,22889.51,20470.28,10445.11,25030.91,2647.222,8930.399,30405.64,3309.897,1911,857.5215,3624,10309.47,36505.61,3008.304,2606.724,4065,4704.357,3840,40434.08,8459.225,5586.35,8750.056,1210.348,1539.866,10703.87,70799.03,4054.033,6745.827,41006.1
"74",73,"Factor #73",41.4387,34,1560,1425.95,2193.024,825.394,2631.095,2768.921,2766.516,1273.344,4098.277,2168.656,1514.333,2070.792,797.58,1213.59,1140.787,1487.28,1275.465,3236.602,878.2269,1392,1680.721,1646.937,1940.73,4153.964,1040.182,1582.859,1009.825,505.1188,235.0528,500.599,12449.79,2134.234,511.2372,4170.01
"75",74,"Factor #74",41.4596,34,47.87608,24849,25352,24113,24162,24155,23640,11286,37933,16654,8930,67385,26182,9415,1013.26,17844,10438,42040,10956,11412,13494,14617,17205,39764,9853,16673,8789,1608.65,1621.997,11282,131780,20529,11080,43762
